Entity,Code,Date,Daily confirmed cases (cases)
Kuwait,KWT,"Feb 18, 2020",0
Kuwait,KWT,"Feb 19, 2020",0
Kuwait,KWT,"Feb 20, 2020",0
Kuwait,KWT,"Feb 21, 2020",0
Kuwait,KWT,"Feb 22, 2020",0
Kuwait,KWT,"Feb 23, 2020",0
Kuwait,KWT,"Feb 24, 2020",3
Kuwait,KWT,"Feb 25, 2020",2
Kuwait,KWT,"Feb 26, 2020",6
Kuwait,KWT,"Feb 27, 2020",15
Kuwait,KWT,"Feb 28, 2020",17
Kuwait,KWT,"Feb 29, 2020",2
Kuwait,KWT,"Mar 1, 2020",0
Kuwait,KWT,"Mar 2, 2020",1
Kuwait,KWT,"Mar 3, 2020",10
Kuwait,KWT,"Mar 6, 2020",2
Kuwait,KWT,"Mar 8, 2020",3
Kuwait,KWT,"Mar 9, 2020",3
Kuwait,KWT,"Mar 10, 2020",1
Kuwait,KWT,"Mar 11, 2020",4
Kuwait,KWT,"Mar 12, 2020",3
Kuwait,KWT,"Mar 13, 2020",8
Kuwait,KWT,"Mar 14, 2020",20
Kuwait,KWT,"Mar 15, 2020",4
Kuwait,KWT,"Mar 16, 2020",8
Kuwait,KWT,"Mar 17, 2020",11
Kuwait,KWT,"Mar 18, 2020",7
Kuwait,KWT,"Mar 19, 2020",12
Kuwait,KWT,"Mar 20, 2020",6
Kuwait,KWT,"Mar 21, 2020",11
Kuwait,KWT,"Mar 22, 2020",17
Kuwait,KWT,"Mar 23, 2020",12
Kuwait,KWT,"Mar 24, 2020",1
Kuwait,KWT,"Mar 25, 2020",2
Kuwait,KWT,"Mar 26, 2020",4
Kuwait,KWT,"Mar 27, 2020",13
Kuwait,KWT,"Mar 28, 2020",17
Kuwait,KWT,"Mar 29, 2020",10
Kuwait,KWT,"Mar 30, 2020",20
Kyrgyzstan,KGZ,"Mar 19, 2020",3
Kyrgyzstan,KGZ,"Mar 20, 2020",3
Kyrgyzstan,KGZ,"Mar 21, 2020",0
Kyrgyzstan,KGZ,"Mar 22, 2020",8
Kyrgyzstan,KGZ,"Mar 23, 2020",0
Kyrgyzstan,KGZ,"Mar 24, 2020",2
Kyrgyzstan,KGZ,"Mar 25, 2020",26
Kyrgyzstan,KGZ,"Mar 26, 2020",2
Kyrgyzstan,KGZ,"Mar 27, 2020",0
Kyrgyzstan,KGZ,"Mar 28, 2020",14
Kyrgyzstan,KGZ,"Mar 29, 2020",26
Kyrgyzstan,KGZ,"Mar 30, 2020",0
Laos,LAO,"Mar 25, 2020",2
Laos,LAO,"Mar 26, 2020",0
Laos,LAO,"Mar 27, 2020",4
Laos,LAO,"Mar 28, 2020",0
Laos,LAO,"Mar 29, 2020",0
Laos,LAO,"Mar 30, 2020",0
Latvia,LVA,"Mar 3, 2020",1
Latvia,LVA,"Mar 8, 2020",1
Latvia,LVA,"Mar 9, 2020",1
Latvia,LVA,"Mar 10, 2020",3
Latvia,LVA,"Mar 11, 2020",2
Latvia,LVA,"Mar 12, 2020",2
Latvia,LVA,"Mar 13, 2020",6
Latvia,LVA,"Mar 14, 2020",3
Latvia,LVA,"Mar 15, 2020",7
Latvia,LVA,"Mar 16, 2020",5
Latvia,LVA,"Mar 17, 2020",5
Latvia,LVA,"Mar 18, 2020",25
Latvia,LVA,"Mar 19, 2020",10
Latvia,LVA,"Mar 20, 2020",15
Latvia,LVA,"Mar 21, 2020",25
Latvia,LVA,"Mar 22, 2020",13
Latvia,LVA,"Mar 23, 2020",15
Latvia,LVA,"Mar 24, 2020",41
Latvia,LVA,"Mar 25, 2020",17
Latvia,LVA,"Mar 26, 2020",24
Latvia,LVA,"Mar 27, 2020",23
Latvia,LVA,"Mar 28, 2020",36
Latvia,LVA,"Mar 29, 2020",25
Latvia,LVA,"Mar 30, 2020",71
Lebanon,LBN,"Dec 31, 2019",0
Lebanon,LBN,"Jan 1, 2020",0
Lebanon,LBN,"Jan 2, 2020",0
Lebanon,LBN,"Jan 3, 2020",0
Lebanon,LBN,"Jan 4, 2020",0
Lebanon,LBN,"Jan 5, 2020",0
Lebanon,LBN,"Jan 6, 2020",0
Lebanon,LBN,"Jan 7, 2020",0
Lebanon,LBN,"Jan 8, 2020",0
Lebanon,LBN,"Jan 9, 2020",0
Lebanon,LBN,"Jan 10, 2020",0
Lebanon,LBN,"Jan 11, 2020",0
Lebanon,LBN,"Jan 12, 2020",0
Lebanon,LBN,"Jan 13, 2020",0
Lebanon,LBN,"Jan 14, 2020",0
Lebanon,LBN,"Jan 15, 2020",0
Lebanon,LBN,"Jan 16, 2020",0
Lebanon,LBN,"Jan 17, 2020",0
Lebanon,LBN,"Jan 18, 2020",0
Lebanon,LBN,"Jan 19, 2020",0
Lebanon,LBN,"Jan 20, 2020",0
Lebanon,LBN,"Jan 21, 2020",0
Lebanon,LBN,"Jan 22, 2020",0
Lebanon,LBN,"Jan 23, 2020",0
Lebanon,LBN,"Jan 24, 2020",0
Lebanon,LBN,"Jan 25, 2020",0
Lebanon,LBN,"Jan 26, 2020",0
Lebanon,LBN,"Jan 27, 2020",0
Lebanon,LBN,"Jan 28, 2020",0
Lebanon,LBN,"Jan 29, 2020",0
Lebanon,LBN,"Jan 30, 2020",0
Lebanon,LBN,"Jan 31, 2020",0
Lebanon,LBN,"Feb 1, 2020",0
Lebanon,LBN,"Feb 2, 2020",0
Lebanon,LBN,"Feb 3, 2020",0
Lebanon,LBN,"Feb 4, 2020",0
Lebanon,LBN,"Feb 5, 2020",0
Lebanon,LBN,"Feb 6, 2020",0
Lebanon,LBN,"Feb 7, 2020",0
Lebanon,LBN,"Feb 8, 2020",0
Lebanon,LBN,"Feb 9, 2020",0
Lebanon,LBN,"Feb 10, 2020",0
Lebanon,LBN,"Feb 11, 2020",0
Lebanon,LBN,"Feb 12, 2020",0
Lebanon,LBN,"Feb 13, 2020",0
Lebanon,LBN,"Feb 14, 2020",0
Lebanon,LBN,"Feb 15, 2020",0
Lebanon,LBN,"Feb 16, 2020",0
Lebanon,LBN,"Feb 17, 2020",0
Lebanon,LBN,"Feb 18, 2020",0
Lebanon,LBN,"Feb 19, 2020",0
Lebanon,LBN,"Feb 20, 2020",0
Lebanon,LBN,"Feb 21, 2020",0
Lebanon,LBN,"Feb 22, 2020",1
Lebanon,LBN,"Feb 23, 2020",0
Lebanon,LBN,"Feb 24, 2020",0
Lebanon,LBN,"Feb 25, 2020",0
Lebanon,LBN,"Feb 26, 2020",0
Lebanon,LBN,"Feb 27, 2020",1
Lebanon,LBN,"Feb 28, 2020",1
Lebanon,LBN,"Feb 29, 2020",0
Lebanon,LBN,"Mar 1, 2020",1
Lebanon,LBN,"Mar 2, 2020",6
Lebanon,LBN,"Mar 3, 2020",3
Lebanon,LBN,"Mar 6, 2020",3
Lebanon,LBN,"Mar 7, 2020",6
Lebanon,LBN,"Mar 9, 2020",10
Lebanon,LBN,"Mar 10, 2020",9
Lebanon,LBN,"Mar 11, 2020",0
Lebanon,LBN,"Mar 12, 2020",20
Lebanon,LBN,"Mar 13, 2020",5
Lebanon,LBN,"Mar 15, 2020",27
Lebanon,LBN,"Mar 16, 2020",6
Lebanon,LBN,"Mar 17, 2020",21
Lebanon,LBN,"Mar 18, 2020",0
Lebanon,LBN,"Mar 19, 2020",13
Lebanon,LBN,"Mar 20, 2020",16
Lebanon,LBN,"Mar 21, 2020",14
Lebanon,LBN,"Mar 22, 2020",67
Lebanon,LBN,"Mar 23, 2020",18
Lebanon,LBN,"Mar 24, 2020",19
Lebanon,LBN,"Mar 25, 2020",37
Lebanon,LBN,"Mar 26, 2020",29
Lebanon,LBN,"Mar 27, 2020",35
Lebanon,LBN,"Mar 28, 2020",23
Lebanon,LBN,"Mar 29, 2020",21
Lebanon,LBN,"Mar 30, 2020",26
Liberia,LBR,"Mar 17, 2020",1
Liberia,LBR,"Mar 18, 2020",1
Liberia,LBR,"Mar 19, 2020",0
Liberia,LBR,"Mar 20, 2020",0
Liberia,LBR,"Mar 21, 2020",0
Liberia,LBR,"Mar 22, 2020",1
Liberia,LBR,"Mar 23, 2020",0
Liberia,LBR,"Mar 24, 2020",0
Liberia,LBR,"Mar 25, 2020",0
Liberia,LBR,"Mar 26, 2020",0
Liberia,LBR,"Mar 27, 2020",0
Liberia,LBR,"Mar 28, 2020",0
Liberia,LBR,"Mar 29, 2020",0
Liberia,LBR,"Mar 30, 2020",0
Libya,LBY,"Mar 25, 2020",1
Libya,LBY,"Mar 26, 2020",0
Libya,LBY,"Mar 27, 2020",0
Libya,LBY,"Mar 28, 2020",0
Libya,LBY,"Mar 29, 2020",0
Libya,LBY,"Mar 30, 2020",7
Liechtenstein,LIE,"Mar 5, 2020",1
Liechtenstein,LIE,"Mar 12, 2020",2
Liechtenstein,LIE,"Mar 13, 2020",1
Liechtenstein,LIE,"Mar 14, 2020",0
Liechtenstein,LIE,"Mar 15, 2020",0
Liechtenstein,LIE,"Mar 16, 2020",3
Liechtenstein,LIE,"Mar 17, 2020",0
Liechtenstein,LIE,"Mar 18, 2020",0
Liechtenstein,LIE,"Mar 19, 2020",18
Liechtenstein,LIE,"Mar 20, 2020",0
Liechtenstein,LIE,"Mar 21, 2020",9
Liechtenstein,LIE,"Mar 22, 2020",2
Liechtenstein,LIE,"Mar 23, 2020",10
Liechtenstein,LIE,"Mar 24, 2020",0
Liechtenstein,LIE,"Mar 25, 2020",1
Liechtenstein,LIE,"Mar 26, 2020",4
Liechtenstein,LIE,"Mar 27, 2020",5
Liechtenstein,LIE,"Mar 28, 2020",4
Liechtenstein,LIE,"Mar 29, 2020",1
Liechtenstein,LIE,"Mar 30, 2020",1
Lithuania,LTU,"Dec 31, 2019",0
Lithuania,LTU,"Jan 1, 2020",0
Lithuania,LTU,"Jan 2, 2020",0
Lithuania,LTU,"Jan 3, 2020",0
Lithuania,LTU,"Jan 4, 2020",0
Lithuania,LTU,"Jan 5, 2020",0
Lithuania,LTU,"Jan 6, 2020",0
Lithuania,LTU,"Jan 7, 2020",0
Lithuania,LTU,"Jan 8, 2020",0
Lithuania,LTU,"Jan 9, 2020",0
Lithuania,LTU,"Jan 10, 2020",0
Lithuania,LTU,"Jan 11, 2020",0
Lithuania,LTU,"Jan 12, 2020",0
Lithuania,LTU,"Jan 13, 2020",0
Lithuania,LTU,"Jan 14, 2020",0
Lithuania,LTU,"Jan 15, 2020",0
Lithuania,LTU,"Jan 16, 2020",0
Lithuania,LTU,"Jan 17, 2020",0
Lithuania,LTU,"Jan 18, 2020",0
Lithuania,LTU,"Jan 19, 2020",0
Lithuania,LTU,"Jan 20, 2020",0
Lithuania,LTU,"Jan 21, 2020",0
Lithuania,LTU,"Jan 22, 2020",0
Lithuania,LTU,"Jan 23, 2020",0
Lithuania,LTU,"Jan 24, 2020",0
Lithuania,LTU,"Jan 25, 2020",0
Lithuania,LTU,"Jan 26, 2020",0
Lithuania,LTU,"Jan 27, 2020",0
Lithuania,LTU,"Jan 28, 2020",0
Lithuania,LTU,"Jan 29, 2020",0
Lithuania,LTU,"Jan 30, 2020",0
Lithuania,LTU,"Jan 31, 2020",0
Lithuania,LTU,"Feb 1, 2020",0
Lithuania,LTU,"Feb 2, 2020",0
Lithuania,LTU,"Feb 3, 2020",0
Lithuania,LTU,"Feb 4, 2020",0
Lithuania,LTU,"Feb 5, 2020",0
Lithuania,LTU,"Feb 6, 2020",0
Lithuania,LTU,"Feb 7, 2020",0
Lithuania,LTU,"Feb 8, 2020",0
Lithuania,LTU,"Feb 9, 2020",0
Lithuania,LTU,"Feb 10, 2020",0
Lithuania,LTU,"Feb 11, 2020",0
Lithuania,LTU,"Feb 12, 2020",0
Lithuania,LTU,"Feb 13, 2020",0
Lithuania,LTU,"Feb 14, 2020",0
Lithuania,LTU,"Feb 15, 2020",0
Lithuania,LTU,"Feb 16, 2020",0
Lithuania,LTU,"Feb 17, 2020",0
Lithuania,LTU,"Feb 18, 2020",0
Lithuania,LTU,"Feb 19, 2020",0
Lithuania,LTU,"Feb 20, 2020",0
Lithuania,LTU,"Feb 21, 2020",0
Lithuania,LTU,"Feb 22, 2020",0
Lithuania,LTU,"Feb 23, 2020",0
Lithuania,LTU,"Feb 24, 2020",0
Lithuania,LTU,"Feb 25, 2020",0
Lithuania,LTU,"Feb 26, 2020",0
Lithuania,LTU,"Feb 27, 2020",0
Lithuania,LTU,"Feb 28, 2020",1
Lithuania,LTU,"Feb 29, 2020",0
Lithuania,LTU,"Mar 1, 2020",0
Lithuania,LTU,"Mar 2, 2020",0
Lithuania,LTU,"Mar 11, 2020",2
Lithuania,LTU,"Mar 12, 2020",0
Lithuania,LTU,"Mar 14, 2020",3
Lithuania,LTU,"Mar 15, 2020",3
Lithuania,LTU,"Mar 16, 2020",5
Lithuania,LTU,"Mar 17, 2020",3
Lithuania,LTU,"Mar 18, 2020",8
Lithuania,LTU,"Mar 19, 2020",8
Lithuania,LTU,"Mar 20, 2020",15
Lithuania,LTU,"Mar 21, 2020",21
Lithuania,LTU,"Mar 22, 2020",36
Lithuania,LTU,"Mar 23, 2020",38
Lithuania,LTU,"Mar 24, 2020",36
Lithuania,LTU,"Mar 25, 2020",30
Lithuania,LTU,"Mar 26, 2020",65
Lithuania,LTU,"Mar 27, 2020",25
Lithuania,LTU,"Mar 28, 2020",59
Lithuania,LTU,"Mar 29, 2020",36
Lithuania,LTU,"Mar 30, 2020",90
Luxembourg,LUX,"Dec 31, 2019",0
Luxembourg,LUX,"Jan 1, 2020",0
Luxembourg,LUX,"Jan 2, 2020",0
Luxembourg,LUX,"Jan 3, 2020",0
Luxembourg,LUX,"Jan 4, 2020",0
Luxembourg,LUX,"Jan 5, 2020",0
Luxembourg,LUX,"Jan 6, 2020",0
Luxembourg,LUX,"Jan 7, 2020",0
Luxembourg,LUX,"Jan 8, 2020",0
Luxembourg,LUX,"Jan 9, 2020",0
Luxembourg,LUX,"Jan 10, 2020",0
Luxembourg,LUX,"Jan 11, 2020",0
Luxembourg,LUX,"Jan 12, 2020",0
Luxembourg,LUX,"Jan 13, 2020",0
Luxembourg,LUX,"Jan 14, 2020",0
Luxembourg,LUX,"Jan 15, 2020",0
Luxembourg,LUX,"Jan 16, 2020",0
Luxembourg,LUX,"Jan 17, 2020",0
Luxembourg,LUX,"Jan 18, 2020",0
Luxembourg,LUX,"Jan 19, 2020",0
Luxembourg,LUX,"Jan 20, 2020",0
Luxembourg,LUX,"Jan 21, 2020",0
Luxembourg,LUX,"Jan 22, 2020",0
Luxembourg,LUX,"Jan 23, 2020",0
Luxembourg,LUX,"Jan 24, 2020",0
Luxembourg,LUX,"Jan 25, 2020",0
Luxembourg,LUX,"Jan 26, 2020",0
Luxembourg,LUX,"Jan 27, 2020",0
Luxembourg,LUX,"Jan 28, 2020",0
Luxembourg,LUX,"Jan 29, 2020",0
Luxembourg,LUX,"Jan 30, 2020",0
Luxembourg,LUX,"Jan 31, 2020",0
Luxembourg,LUX,"Feb 1, 2020",0
Luxembourg,LUX,"Feb 2, 2020",0
Luxembourg,LUX,"Feb 3, 2020",0
Luxembourg,LUX,"Feb 4, 2020",0
Luxembourg,LUX,"Feb 5, 2020",0
Luxembourg,LUX,"Feb 6, 2020",0
Luxembourg,LUX,"Feb 7, 2020",0
Luxembourg,LUX,"Feb 8, 2020",0
Luxembourg,LUX,"Feb 9, 2020",0
Luxembourg,LUX,"Feb 10, 2020",0
Luxembourg,LUX,"Feb 11, 2020",0
Luxembourg,LUX,"Feb 12, 2020",0
Luxembourg,LUX,"Feb 13, 2020",0
Luxembourg,LUX,"Feb 14, 2020",0
Luxembourg,LUX,"Feb 15, 2020",0
Luxembourg,LUX,"Feb 16, 2020",0
Luxembourg,LUX,"Feb 17, 2020",0
Luxembourg,LUX,"Feb 18, 2020",0
Luxembourg,LUX,"Feb 19, 2020",0
Luxembourg,LUX,"Feb 20, 2020",0
Luxembourg,LUX,"Feb 21, 2020",0
Luxembourg,LUX,"Feb 22, 2020",0
Luxembourg,LUX,"Feb 23, 2020",0
Luxembourg,LUX,"Feb 24, 2020",0
Luxembourg,LUX,"Feb 25, 2020",0
Luxembourg,LUX,"Feb 26, 2020",0
Luxembourg,LUX,"Feb 27, 2020",0
Luxembourg,LUX,"Feb 28, 2020",0
Luxembourg,LUX,"Feb 29, 2020",0
Luxembourg,LUX,"Mar 1, 2020",1
Luxembourg,LUX,"Mar 2, 2020",0
Luxembourg,LUX,"Mar 7, 2020",2
Luxembourg,LUX,"Mar 9, 2020",2
Luxembourg,LUX,"Mar 11, 2020",2
Luxembourg,LUX,"Mar 12, 2020",0
Luxembourg,LUX,"Mar 13, 2020",19
Luxembourg,LUX,"Mar 14, 2020",12
Luxembourg,LUX,"Mar 16, 2020",39
Luxembourg,LUX,"Mar 17, 2020",4
Luxembourg,LUX,"Mar 18, 2020",59
Luxembourg,LUX,"Mar 19, 2020",70
Luxembourg,LUX,"Mar 20, 2020",135
Luxembourg,LUX,"Mar 21, 2020",139
Luxembourg,LUX,"Mar 22, 2020",186
Luxembourg,LUX,"Mar 23, 2020",128
Luxembourg,LUX,"Mar 24, 2020",77
Luxembourg,LUX,"Mar 25, 2020",224
Luxembourg,LUX,"Mar 26, 2020",234
Luxembourg,LUX,"Mar 27, 2020",120
Luxembourg,LUX,"Mar 28, 2020",152
Luxembourg,LUX,"Mar 29, 2020",226
Luxembourg,LUX,"Mar 30, 2020",119
Macedonia,MKD,"Dec 31, 2019",0
Macedonia,MKD,"Jan 1, 2020",0
Macedonia,MKD,"Jan 2, 2020",0
Macedonia,MKD,"Jan 3, 2020",0
Macedonia,MKD,"Jan 4, 2020",0
Macedonia,MKD,"Jan 5, 2020",0
Macedonia,MKD,"Jan 6, 2020",0
Macedonia,MKD,"Jan 7, 2020",0
Macedonia,MKD,"Jan 8, 2020",0
Macedonia,MKD,"Jan 9, 2020",0
Macedonia,MKD,"Jan 10, 2020",0
Macedonia,MKD,"Jan 11, 2020",0
Macedonia,MKD,"Jan 12, 2020",0
Macedonia,MKD,"Jan 13, 2020",0
Macedonia,MKD,"Jan 14, 2020",0
Macedonia,MKD,"Jan 15, 2020",0
Macedonia,MKD,"Jan 16, 2020",0
Macedonia,MKD,"Jan 17, 2020",0
Macedonia,MKD,"Jan 18, 2020",0
Macedonia,MKD,"Jan 19, 2020",0
Macedonia,MKD,"Jan 20, 2020",0
Macedonia,MKD,"Jan 21, 2020",0
Macedonia,MKD,"Jan 22, 2020",0
Macedonia,MKD,"Jan 23, 2020",0
Macedonia,MKD,"Jan 24, 2020",0
Macedonia,MKD,"Jan 25, 2020",0
Macedonia,MKD,"Jan 26, 2020",0
Macedonia,MKD,"Jan 27, 2020",0
Macedonia,MKD,"Jan 28, 2020",0
Macedonia,MKD,"Jan 29, 2020",0
Macedonia,MKD,"Jan 30, 2020",0
Macedonia,MKD,"Jan 31, 2020",0
Macedonia,MKD,"Feb 1, 2020",0
Macedonia,MKD,"Feb 2, 2020",0
Macedonia,MKD,"Feb 3, 2020",0
Macedonia,MKD,"Feb 4, 2020",0
Macedonia,MKD,"Feb 5, 2020",0
Macedonia,MKD,"Feb 6, 2020",0
Macedonia,MKD,"Feb 7, 2020",0
Macedonia,MKD,"Feb 8, 2020",0
Macedonia,MKD,"Feb 9, 2020",0
Macedonia,MKD,"Feb 10, 2020",0
Macedonia,MKD,"Feb 11, 2020",0
Macedonia,MKD,"Feb 12, 2020",0
Macedonia,MKD,"Feb 13, 2020",0
Macedonia,MKD,"Feb 14, 2020",0
Macedonia,MKD,"Feb 15, 2020",0
Macedonia,MKD,"Feb 16, 2020",0
Macedonia,MKD,"Feb 17, 2020",0
Macedonia,MKD,"Feb 18, 2020",0
Macedonia,MKD,"Feb 19, 2020",0
Macedonia,MKD,"Feb 20, 2020",0
Macedonia,MKD,"Feb 21, 2020",0
Macedonia,MKD,"Feb 22, 2020",0
Macedonia,MKD,"Feb 23, 2020",0
Macedonia,MKD,"Feb 24, 2020",0
Macedonia,MKD,"Feb 25, 2020",0
Macedonia,MKD,"Feb 26, 2020",0
Macedonia,MKD,"Feb 27, 2020",1
Macedonia,MKD,"Feb 28, 2020",0
Macedonia,MKD,"Feb 29, 2020",0
Macedonia,MKD,"Mar 1, 2020",0
Macedonia,MKD,"Mar 2, 2020",0
Macedonia,MKD,"Mar 7, 2020",2
Macedonia,MKD,"Mar 11, 2020",4
Macedonia,MKD,"Mar 13, 2020",2
Macedonia,MKD,"Mar 14, 2020",4
Macedonia,MKD,"Mar 16, 2020",0
Macedonia,MKD,"Mar 17, 2020",6
Macedonia,MKD,"Mar 18, 2020",12
Macedonia,MKD,"Mar 19, 2020",11
Macedonia,MKD,"Mar 20, 2020",6
Macedonia,MKD,"Mar 21, 2020",22
Macedonia,MKD,"Mar 22, 2020",15
Macedonia,MKD,"Mar 23, 2020",29
Macedonia,MKD,"Mar 24, 2020",22
Macedonia,MKD,"Mar 25, 2020",12
Macedonia,MKD,"Mar 26, 2020",29
Macedonia,MKD,"Mar 27, 2020",24
Macedonia,MKD,"Mar 28, 2020",18
Macedonia,MKD,"Mar 29, 2020",22
Macedonia,MKD,"Mar 30, 2020",18
Madagascar,MDG,"Mar 21, 2020",3
Madagascar,MDG,"Mar 22, 2020",0
Madagascar,MDG,"Mar 23, 2020",0
Madagascar,MDG,"Mar 24, 2020",14
Madagascar,MDG,"Mar 25, 2020",2
Madagascar,MDG,"Mar 26, 2020",0
Madagascar,MDG,"Mar 27, 2020",4
Madagascar,MDG,"Mar 28, 2020",1
Madagascar,MDG,"Mar 29, 2020",4
Madagascar,MDG,"Mar 30, 2020",9
Malaysia,MYS,"Dec 31, 2019",0
Malaysia,MYS,"Jan 1, 2020",0
Malaysia,MYS,"Jan 2, 2020",0
Malaysia,MYS,"Jan 3, 2020",0
Malaysia,MYS,"Jan 4, 2020",0
Malaysia,MYS,"Jan 5, 2020",0
Malaysia,MYS,"Jan 6, 2020",0
Malaysia,MYS,"Jan 7, 2020",0
Malaysia,MYS,"Jan 8, 2020",0
Malaysia,MYS,"Jan 9, 2020",0
Malaysia,MYS,"Jan 10, 2020",0
Malaysia,MYS,"Jan 11, 2020",0
Malaysia,MYS,"Jan 12, 2020",0
Malaysia,MYS,"Jan 13, 2020",0
Malaysia,MYS,"Jan 14, 2020",0
Malaysia,MYS,"Jan 15, 2020",0
Malaysia,MYS,"Jan 16, 2020",0
Malaysia,MYS,"Jan 17, 2020",0
Malaysia,MYS,"Jan 18, 2020",0
Malaysia,MYS,"Jan 19, 2020",0
Malaysia,MYS,"Jan 20, 2020",0
Malaysia,MYS,"Jan 21, 2020",0
Malaysia,MYS,"Jan 22, 2020",0
Malaysia,MYS,"Jan 23, 2020",0
Malaysia,MYS,"Jan 24, 2020",0
Malaysia,MYS,"Jan 25, 2020",3
Malaysia,MYS,"Jan 26, 2020",1
Malaysia,MYS,"Jan 27, 2020",0
Malaysia,MYS,"Jan 28, 2020",0
Malaysia,MYS,"Jan 29, 2020",3
Malaysia,MYS,"Jan 30, 2020",0
Malaysia,MYS,"Jan 31, 2020",1
Malaysia,MYS,"Feb 1, 2020",0
Malaysia,MYS,"Feb 2, 2020",0
Malaysia,MYS,"Feb 3, 2020",0
Malaysia,MYS,"Feb 4, 2020",0
Malaysia,MYS,"Feb 5, 2020",2
Malaysia,MYS,"Feb 6, 2020",2
Malaysia,MYS,"Feb 7, 2020",2
Malaysia,MYS,"Feb 8, 2020",1
Malaysia,MYS,"Feb 9, 2020",1
Malaysia,MYS,"Feb 10, 2020",2
Malaysia,MYS,"Feb 11, 2020",0
Malaysia,MYS,"Feb 12, 2020",0
Malaysia,MYS,"Feb 13, 2020",0
Malaysia,MYS,"Feb 14, 2020",1
Malaysia,MYS,"Feb 15, 2020",2
Malaysia,MYS,"Feb 16, 2020",1
Malaysia,MYS,"Feb 17, 2020",0
Malaysia,MYS,"Feb 18, 2020",0
Malaysia,MYS,"Feb 19, 2020",0
Malaysia,MYS,"Feb 20, 2020",0
Malaysia,MYS,"Feb 21, 2020",0
Malaysia,MYS,"Feb 22, 2020",0
Malaysia,MYS,"Feb 23, 2020",0
Malaysia,MYS,"Feb 24, 2020",0
Malaysia,MYS,"Feb 25, 2020",0
Malaysia,MYS,"Feb 26, 2020",0
Malaysia,MYS,"Feb 27, 2020",0
Malaysia,MYS,"Feb 28, 2020",1
Malaysia,MYS,"Feb 29, 2020",2
Malaysia,MYS,"Mar 1, 2020",0
Malaysia,MYS,"Mar 2, 2020",4
Malaysia,MYS,"Mar 4, 2020",7
Malaysia,MYS,"Mar 5, 2020",14
Malaysia,MYS,"Mar 6, 2020",0
Malaysia,MYS,"Mar 7, 2020",33
Malaysia,MYS,"Mar 8, 2020",10
Malaysia,MYS,"Mar 9, 2020",6
Malaysia,MYS,"Mar 10, 2020",18
Malaysia,MYS,"Mar 11, 2020",12
Malaysia,MYS,"Mar 12, 2020",20
Malaysia,MYS,"Mar 13, 2020",9
Malaysia,MYS,"Mar 14, 2020",39
Malaysia,MYS,"Mar 15, 2020",41
Malaysia,MYS,"Mar 16, 2020",190
Malaysia,MYS,"Mar 17, 2020",125
Malaysia,MYS,"Mar 18, 2020",120
Malaysia,MYS,"Mar 19, 2020",117
Malaysia,MYS,"Mar 20, 2020",110
Malaysia,MYS,"Mar 21, 2020",130
Malaysia,MYS,"Mar 22, 2020",153
Malaysia,MYS,"Mar 23, 2020",123
Malaysia,MYS,"Mar 24, 2020",212
Malaysia,MYS,"Mar 25, 2020",106
Malaysia,MYS,"Mar 26, 2020",172
Malaysia,MYS,"Mar 27, 2020",235
Malaysia,MYS,"Mar 28, 2020",130
Malaysia,MYS,"Mar 29, 2020",159
Malaysia,MYS,"Mar 30, 2020",150
Maldives,MDV,"Mar 8, 2020",2
Maldives,MDV,"Mar 9, 2020",2
Maldives,MDV,"Mar 11, 2020",2
Maldives,MDV,"Mar 12, 2020",2
Maldives,MDV,"Mar 14, 2020",1
Maldives,MDV,"Mar 15, 2020",0
Maldives,MDV,"Mar 16, 2020",4
Maldives,MDV,"Mar 17, 2020",0
Maldives,MDV,"Mar 18, 2020",0
Maldives,MDV,"Mar 19, 2020",0
Maldives,MDV,"Mar 20, 2020",0
Maldives,MDV,"Mar 21, 2020",0
Maldives,MDV,"Mar 22, 2020",0
Maldives,MDV,"Mar 23, 2020",0
Maldives,MDV,"Mar 24, 2020",0
Maldives,MDV,"Mar 25, 2020",0
Maldives,MDV,"Mar 26, 2020",0
Maldives,MDV,"Mar 27, 2020",0
Maldives,MDV,"Mar 28, 2020",1
Maldives,MDV,"Mar 29, 2020",2
Maldives,MDV,"Mar 30, 2020",1
Mali,MLI,"Mar 26, 2020",2
Mali,MLI,"Mar 27, 2020",2
Mali,MLI,"Mar 28, 2020",0
Mali,MLI,"Mar 29, 2020",5
Mali,MLI,"Mar 30, 2020",9
Malta,MLT,"Mar 8, 2020",3
Malta,MLT,"Mar 10, 2020",1
Malta,MLT,"Mar 12, 2020",2
Malta,MLT,"Mar 13, 2020",3
Malta,MLT,"Mar 14, 2020",3
Malta,MLT,"Mar 15, 2020",6
Malta,MLT,"Mar 16, 2020",3
Malta,MLT,"Mar 17, 2020",9
Malta,MLT,"Mar 18, 2020",8
Malta,MLT,"Mar 19, 2020",10
Malta,MLT,"Mar 20, 2020",5
Malta,MLT,"Mar 21, 2020",11
Malta,MLT,"Mar 22, 2020",9
Malta,MLT,"Mar 23, 2020",17
Malta,MLT,"Mar 24, 2020",17
Malta,MLT,"Mar 25, 2020",13
Malta,MLT,"Mar 26, 2020",9
Malta,MLT,"Mar 27, 2020",5
Malta,MLT,"Mar 28, 2020",5
Malta,MLT,"Mar 29, 2020",0
Malta,MLT,"Mar 30, 2020",12
Mauritania,MRT,"Mar 15, 2020",1
Mauritania,MRT,"Mar 16, 2020",0
